variance,skewness,kurtosis,entropy,class
12667.95252,1.241433317,-0.002677643,11.1082281,1
12946.06037,1.060889928,-0.367384197,11.09975078,1
12641.04993,1.261334288,0.086952699,11.10536638,1
13456.55951,1.207782804,-0.087156336,11.10642677,1
13425.35257,1.140060258,-0.298023874,11.10522919,1
13159.71168,1.02642595,-0.519959606,11.1089839,1
12464.77363,1.214578633,-0.115726602,11.10527711,1
13905.71934,1.196645607,-0.085613205,11.10522388,1
13726.09122,1.132246069,-0.274160657,11.09768561,1
13216.64691,1.072982887,-0.334803209,11.10276458,1
17320.87536,0.504168372,-0.827026622,11.05626317,1
13216.23358,1.103599936,-0.309327525,11.10655517,1
14402.10603,0.989633179,-0.580971571,11.10519636,1
4641.038515,-0.292065454,-0.805283765,11.22696104,1
4883.014804,0.03806657,-0.452400296,11.22248566,1
5291.52019,-0.068595986,-0.770090862,11.21787185,1
5002.601052,0.002481997,-0.534794633,11.22025867,1
4600.517451,-0.185357275,-0.750631803,11.22667096,1
4762.368647,-0.263681021,-0.828928859,11.22563663,1
4925.791864,-0.260218669,-0.485493358,11.22268308,1
4336.052443,-0.399444115,-0.090654032,11.22690749,1
16171.17488,0.473888055,-0.76799066,11.06667409,1
5114.934483,-0.323554315,-0.362492952,11.22234293,1
4972.387393,-0.270424628,-0.617065386,11.22298525,1
5419.831486,-0.386177561,-0.719506487,11.2230859,1
5405.291027,-0.392483353,-0.394031523,11.22116727,1
5089.76103,-0.417141671,-0.44260169,11.22310678,1
5100.656283,-0.304485081,-0.450121863,11.2222341,1
5509.964047,-0.244151762,-0.519238063,11.21933003,1
6052.225164,-0.049835187,-0.437942862,11.21227394,1
4902.558473,-0.188275635,-0.175810664,11.2209713,1
5435.77795,-0.191531812,-0.431085701,11.21916888,1
15822.8714,0.459834331,-0.799566554,11.08616747,1
8846.909236,-0.800701928,0.098105571,11.18930336,1
8629.103464,-0.556632519,0.083896067,11.18455875,1
8464.979354,-0.464279707,0.121085936,11.1886697,1
9533.814649,-0.554935536,-0.453464642,11.1678353,1
9050.543449,-0.762150414,-0.161044301,11.18304912,1
8501.192786,-0.556910431,0.164487178,11.18769973,1
9463.119172,-0.632753766,-0.101153836,11.18165862,1
10049.94591,-0.64351562,-0.381539649,11.1819324,1
10739.6414,-0.558499901,-0.531676607,11.17447683,1
9237.046062,-0.47637269,-0.226258403,11.18066328,1
12418.23733,0.676502862,-0.051539818,11.06323828,1
9619.514048,-0.318366112,-0.354991293,11.17182138,1
10818.64252,-0.388091078,-0.645629596,11.16574686,1
11593.17924,-0.339811437,-0.800364531,11.15952398,1
12462.75277,-0.350416426,-0.93470736,11.1612952,1
9757.28787,-0.258037811,-0.51037503,11.170769,1
8624.092641,-0.089670424,-0.635835496,11.16591322,1
11041.15833,-0.176440582,-0.764368537,11.15964569,1
11077.96279,-0.476342088,-0.669089598,11.16939012,1
10303.01584,-0.26407421,-0.773170327,11.16503449,1
11419.08201,-0.245921261,-0.918281784,11.16071839,1
9099.104028,1.019900096,-0.397036389,11.1868576,1
13618.99121,0.315609556,-0.732616204,11.08650322,1
12417.96923,-0.201489312,-0.941742539,11.14990464,1
10470.41577,0.561942247,-0.371235296,11.15459488,1
10600.04009,0.411320485,-0.597378197,11.14890761,1
10615.57542,0.510747621,-0.612864578,11.14679035,1
9213.023121,-0.060066851,-1.010588019,11.18746596,1
9619.520827,0.350926721,-0.819915336,11.18016513,1
10129.34117,0.421265911,-0.860963453,11.15831015,1
9791.470348,0.076129051,-1.100694221,11.17498716,1
9278.011019,0.379135579,-0.675235816,11.17859417,1
10240.2399,0.580587703,-0.379735895,11.15533392,1
13328.56435,0.125834251,-0.994691068,11.12737145,1
9873.040693,0.324275209,-0.992579132,11.16309818,1
9673.52128,0.219334406,-1.075623034,11.17565193,1
11786.46961,0.180596123,-1.14861047,11.15548902,1
9326.059125,0.308975551,-0.830562736,11.1723595,1
10215.75735,0.512618169,-0.609562638,11.15805892,1
10883.29303,0.343713634,-0.953855547,11.15660269,1
10400.30961,0.115203236,-1.112738834,11.17078029,1
8828.521077,0.147597375,-1.04210949,11.1862601,1
9855.255655,0.290505241,-1.067995543,11.17321701,1
9709.078751,0.955931038,-0.07018184,11.11600357,1
15876.47408,0.126573707,-1.167964025,11.10786964,1
9904.955382,1.062344221,0.162208944,11.10583477,1
10388.59885,1.093199985,0.190809025,11.10338468,1
10133.69601,1.089391585,0.202581673,11.10677093,1
10182.27418,0.990716335,-0.006160469,11.12226035,1
10212.64905,0.922657286,-0.229549172,11.1161063,1
10463.10035,0.97220649,-0.150721991,11.11090685,1
10001.11577,0.930437498,-0.139797532,11.12865256,1
9788.051701,0.970075305,-0.030749561,11.11465637,1
7797.88125,0.878384733,-0.115346118,11.14911193,1
7583.809015,1.073313581,0.418227619,11.14306784,1
17442.13021,0.193126458,-1.229053375,11.09103308,1
9144.412815,1.124203415,0.474119396,11.10974118,1
8751.458653,1.199732982,0.527081018,11.11010579,1
9315.592838,0.990291687,-0.05370268,11.12654063,1
9715.370999,0.928981905,-0.133935343,11.13560113,1
10356.07978,0.872316581,-0.278836436,11.130393,1
10085.71832,0.964462282,-0.012515191,11.11846831,1
9519.123064,1.142218817,0.434536123,11.10379574,1
8499.750173,1.158261497,0.554831726,11.13418226,1
8637.024259,1.003121925,0.164263708,11.13923722,1
7261.661256,-0.503377675,-0.512644375,11.21259933,1
15668.40391,0.354241804,-1.054418106,11.09692885,1
7312.245412,-0.662915347,-0.37569377,11.21538858,1
8122.940347,-0.483278552,-0.549990651,11.20788406,1
7440.16007,-0.398361982,-0.634537855,11.21048127,1
7269.000662,-0.347061388,-0.495221819,11.20973501,1
7110.74676,-0.468329589,-0.491666693,11.21174484,1
6731.080782,-0.46026474,-0.513912405,11.21585759,1
6965.119339,-0.512036114,-0.646314581,11.21572445,1
6219.597797,-0.600202074,-0.365778618,11.2193601,1
7126.735756,-0.444686406,-0.371137037,11.21393254,1
7432.138968,-0.449272358,-0.409409749,11.21004278,1
17406.90557,0.02477089,-1.232787322,11.10637489,1
7959.335127,-0.355564112,-0.568579362,11.20648451,1
7393.251965,-0.551554874,-0.490538194,11.21364673,1
6776.806221,-0.655706299,-0.295871555,11.21705175,1
7789.438597,-0.554649466,-0.482887655,11.21016763,1
7413.743214,-0.557357152,-0.467353397,11.21354623,1
13588.16561,0.452575157,-0.506979477,11.08630647,1
13022.17709,0.400829959,-0.587435902,11.12117837,1
12804.29016,0.46103788,-0.523024173,11.12711765,1
13025.59084,0.40790063,-0.64875545,11.12845988,1
14218.56471,0.254417813,-0.957636974,11.12685237,1
12888.13968,0.24020827,-0.855546477,11.13998334,1
14080.55904,0.017416881,-1.038249562,11.14758899,1
13016.0763,0.257236121,-0.863811868,11.14528425,1
13141.34297,0.18888533,-0.855400828,11.14406151,1
12849.77663,0.14840253,-0.891638978,11.14607601,1
12635.05044,0.262217204,-0.8369941,11.13931789,1
13415.91464,0.415404937,-0.703494812,11.11989944,1
12607.83036,0.335607262,-0.849815136,11.14687805,1
13433.07876,0.165339589,-0.972433964,11.14216259,1
13732.67445,0.312927039,-0.869154947,11.12197248,1
12311.57912,0.316221084,-0.826531771,11.11862927,1
12664.94963,0.462546364,-0.635761078,11.12835651,1
13059.45426,0.446862877,-0.594654758,11.11925129,1
13176.60646,0.141576666,-1.003697154,11.15237998,1
13526.11415,0.110330889,-0.98475376,11.14825416,1
12736.31951,0.418528106,-0.572726426,11.12445792,1
13144.17727,0.362971762,-0.671315421,11.12136091,1
13922.92273,0.337914609,-0.788070139,11.12092776,1
13455.23545,0.304092636,-0.755249215,11.13037487,1
13531.75176,0.545824826,-0.529737815,11.11098871,1
12757.92839,0.407213125,-0.576737129,11.12029471,1
15333.48872,0.350788864,-0.971420717,11.11023279,1
15071.9237,0.157034852,-1.034271811,11.11922149,1
13590.36349,0.402572768,-0.684859311,11.12261126,1
12278.98283,0.475378137,-0.47830015,11.12566024,1
13233.65084,0.360120736,-0.77027555,11.12355744,1
13097.49186,0.268386781,-0.846071512,11.13596265,1
13799.26242,0.319007756,-0.836685297,11.13117042,1
14174.85566,0.25747999,-0.84516752,11.12723666,1
13235.25403,0.282267331,-0.81734636,11.13391957,1
13009.37453,0.301416624,-0.708573991,11.13312231,1
13149.97701,0.508433565,-0.521357355,11.11521387,1
15188.48763,0.183551444,-1.04645746,11.1145625,1
13692.28436,0.376382931,-0.69632883,11.11955481,1
4916.565503,0.729686439,-0.150017249,11.21893647,1
5719.700762,0.48131849,-0.681798818,11.2169909,1
5855.112027,0.234938234,-0.787260111,11.21798455,1
5366.210029,0.747505152,0.006719417,11.21515963,1
5449.696652,0.747602266,-0.052709966,11.21595017,1
5283.672926,0.757514655,-0.004606172,11.21673072,1
5776.392809,0.462088407,-0.575601139,11.21558846,1
5167.216494,0.327534983,-0.741820897,11.22163065,1
4654.110964,0.56173439,-0.488461646,11.22376078,1
10128.24235,0.904612465,-0.640494207,11.17837607,1
14770.00151,0.215424934,-1.023931073,11.12459026,1
5013.944207,0.6287972,-0.309285414,11.22076364,1
5645.410748,0.521682788,-0.6380663,11.21440104,1
7589.541777,0.543553495,-0.62823501,11.20634626,1
6950.203815,0.318043175,-0.893838757,11.20918111,1
5953.995506,0.412182594,-0.737702715,11.21707235,1
5727.805906,0.504190981,-0.658464564,11.21779439,1
6771.466293,0.206093737,-1.053285309,11.21287072,1
6747.26937,0.095904393,-1.096971779,11.21496952,1
5577.447216,0.224444333,-0.970443464,11.22035722,1
6390.076147,0.461428106,-0.615738429,11.21264091,1
14726.97799,0.312152001,-1.023551706,11.11349646,1
7074.222876,0.231037448,-0.84237099,11.20889353,1
7060.336879,0.178055545,-0.969879078,11.20838841,1
5601.814644,0.424109467,-0.77224156,11.21875045,1
8076.35697,0.444393501,-0.639689946,11.18985853,1
6905.825297,0.562249293,-0.477783736,11.19841562,1
7558.12165,0.548028551,-0.592898905,11.19464801,1
7980.994726,0.7566106,-0.291150952,11.18558311,1
7797.436352,0.779914452,-0.253886925,11.18618168,1
7553.714568,0.752633538,-0.287565997,11.18686883,1
7061.214007,0.700916325,-0.259292524,11.19424515,1
13125.18514,0.325754009,-0.953816485,11.10543096,1
7878.732621,0.746176685,-0.38741807,11.18674644,1
7471.425726,0.912025055,0.000340649,11.18789795,1
7580.494877,0.630235863,-0.480942195,11.19005209,1
6926.532231,0.645143109,-0.562912333,11.20142561,1
7569.82692,0.561496643,-0.863449123,11.19831443,1
8878.775357,0.523366332,-0.536727983,11.1775916,1
8229.876876,0.555510737,-0.398154543,11.17661948,1
7732.957004,0.426335631,-0.460634986,11.18458055,1
8648.137803,0.475590245,-0.44237129,11.18305915,1
8685.845144,0.489833342,-0.717619406,11.18389811,1
16451.23657,0.255231673,-1.059121708,11.10386869,1
7711.088481,0.623796181,-0.405051374,11.18522889,1
8106.541715,0.603347259,-0.536784568,11.18718826,1
9251.511813,0.519251793,-0.803655205,11.17994307,1
8558.618718,0.346760742,-0.862750441,11.18503843,1
8324.365038,0.324181817,-1.042464898,11.19458503,1
7696.747618,0.637751399,-0.537964127,11.19028582,1
8791.424612,0.599793229,-0.503052901,11.17875175,1
13355.84695,0.632884603,-0.810690663,11.12513697,1
12937.71322,0.222964869,-1.11483905,11.14226651,1
13822.90026,0.326797766,-1.082886373,11.13780502,1
15721.46152,0.342087374,-1.060103072,11.10320841,1
13712.28857,0.152559196,-1.145253638,11.13990119,1
13970.90056,0.146851639,-1.137971617,11.13663162,1
14174.78589,0.19763292,-1.123106547,11.13582565,1
15593.07174,0.1183228,-1.177090656,11.1240638,1
13576.68925,0.119850973,-1.047013587,11.13534264,1
12836.66771,0.110947461,-0.967544496,11.13942738,1
13570.4493,0.022716732,-1.029549586,11.13618931,1
13290.29878,0.095529085,-1.08216732,11.14620523,1
13405.33127,0.097180229,-1.125177632,11.14625998,1
13832.22376,0.201123039,-1.086307615,11.13579093,1
14818.56409,0.156112486,-1.165297409,11.12073505,1
14706.74538,0.341568552,-1.117247285,11.12346303,1
14532.1938,0.225744754,-1.247516238,11.13275674,1
13309.93393,0.173688926,-1.366199686,11.15454837,1
14737.06946,0.068397988,-1.321920703,11.14816474,1
14999.53277,0.302715695,-1.25689469,11.12260021,1
13905.98111,0.284184361,-1.212287654,11.13530946,1
14270.45996,0.347791597,-1.269598829,11.13096321,1
15228.0141,0.395891354,-1.188574238,11.11772321,1
15738.33662,0.444885446,-1.155804309,11.11440424,1
14097.37036,0.482029639,-1.113060141,11.12879947,1
12609.82318,-0.048212584,-1.075871569,11.15343456,1
14418.14099,0.425830236,-1.223187085,11.13602811,1
12534.67792,1.014628418,-0.365787435,11.13866827,1
13530.69996,0.931425256,-0.584899033,11.11477315,1
13231.56476,1.108467666,-0.240495917,11.1149727,1
15153.17583,0.682487534,-1.108499887,11.12177308,1
13330.84334,0.794021721,-0.899390404,11.1435108,1
12042.93761,0.948313517,-0.615924417,11.1448853,1
17690.29656,0.159292948,-1.241709135,11.10201566,1
13686.41037,0.875111268,-0.72298788,11.12930461,1
12925.47182,0.767552679,-0.889309974,11.11689358,1
13133.27462,0.923049628,-0.611969625,11.12454761,1
14034.83844,0.990817275,-0.49645314,11.11579504,1
14651.84902,0.735875954,-1.05516333,11.12389517,1
11488.35038,1.262956132,0.377947878,11.13295362,1
13227.96933,0.863151122,-0.718196751,11.13205576,1
12316.93752,0.775617094,-0.94435944,11.1416268,1
12392.89342,0.954554118,-0.564353045,11.13714798,1
13063.06993,1.015907919,-0.353133565,11.1262845,1
12517.8934,0.530058697,-0.4960531,11.13071933,1
13632.63883,0.890972919,-0.623718575,11.11314527,1
12357.68302,0.940879387,-0.489305795,11.12073845,1
12323.80044,0.993440356,-0.410736819,11.13512711,1
12285.49849,0.998344321,-0.447138138,11.13591928,1
12663.40405,0.938999778,-0.531081908,11.13066368,1
12553.93261,0.927078927,-0.498073227,11.13153677,1
11148.76087,1.329569985,0.479078521,11.1305597,1
11552.9748,1.193706565,0.100734306,11.12745042,1
14138.56963,0.949934461,-0.754634895,10.86548156,1
11145.1304,0.603432009,-0.416722382,11.15135445,1
15204.78169,0.961278794,-0.694870557,10.85856102,1
15224.53115,1.068108666,-0.418856811,10.80004929,1
11957.42994,1.36548017,0.39404115,10.75834893,1
12828.22642,1.024407101,-0.49378752,10.85576305,1
14740.47707,0.597741445,-1.241863203,10.92655682,1
10042.52456,0.969215817,-0.568854832,10.82367192,1
12327.43229,0.736483095,-1.048567236,10.90986793,1
14955.47899,0.753502509,-1.06090833,10.86461564,1
12141.6445,0.848375355,-0.756850648,10.84868913,1
8663.893966,1.146040729,0.179677511,11.1811692,1
10574.40614,0.784365575,0.046713213,11.15058442,1
11683.63876,1.355258415,0.370788754,10.8130909,1
11491.0774,1.535809315,0.858513134,10.80286258,1
12846.37144,1.344930902,0.265204817,10.76646035,1
11109.04177,1.578584741,1.089664929,10.75041728,1
10401.70662,1.253200905,0.230921692,10.81063832,1
11776.17729,0.967763357,-0.522762109,10.85899806,1
2725.005281,0.957708162,0.685306447,11.23158856,1
2703.100801,0.732043653,0.452674823,11.23115796,1
12097.95325,0.568389506,-0.539361649,11.13823952,1
2484.685422,0.481522945,0.164284735,11.23334948,1
2585.68022,0.782046934,0.575432295,11.23196389,1
2751.798242,0.995623392,1.155549056,11.22924413,1
2710.882544,0.801075077,0.612376922,11.23064367,1
2486.206406,0.492901622,0.105154067,11.23291237,1
2415.169945,0.630390728,0.189091989,11.23434371,1
2960.576436,0.873508493,0.50888925,11.22895358,1
2846.707401,0.779157693,0.583153907,11.23051582,1
2790.792038,0.279697718,-0.134545856,11.23265998,1
2865.540417,0.279619317,-0.333066873,11.23127013,1
12363.68947,0.49565297,-0.621149336,11.13926536,1
3207.212842,0.531245733,-0.148560388,11.22621084,1
3855.410478,0.782193553,0.04714108,11.22262945,1
3224.698821,0.685792567,0.229321955,11.22792335,1
2840.585798,0.413237068,0.050273898,11.23120646,1
2831.577236,0.60784466,-0.481380835,11.23244452,1
3669.306343,0.712503161,-0.371203727,11.22503241,1
2750.75105,0.592172244,-0.305555019,11.23070584,1
3140.014816,0.46946753,-0.474564339,11.22848884,1
5144.652128,-0.884717752,0.052501012,11.22488204,1
6922.331875,-0.757373906,-0.417597541,11.2138107,1
12366.71826,0.51222738,-0.708849885,11.1466498,1
7084.084467,-0.722877887,-0.417737644,11.21208057,1
6546.535387,-0.719268213,-0.216760435,11.21509024,1
6375.011647,-0.754499007,-0.500906329,11.21794052,1
6334.902139,-0.89815573,-0.285309785,11.2199866,1
6740.364303,-0.759853419,-0.375403755,11.21416525,1
6400.468776,-0.840246995,-0.188350396,11.21789238,1
8013.921978,-0.700778876,-0.942125653,11.21041502,1
7224.274154,-0.982183221,-0.14688114,11.21228923,1
6890.000291,-1.060828512,0.087464273,11.21403796,1
3741.296331,-1.352386775,1.967380416,11.23236437,1
11782.71517,0.512829576,-0.623453172,11.14484012,1
6138.750086,-1.425967613,1.293539518,11.22077293,1
6900.048712,-1.340002903,0.703566691,11.21486059,1
5293.488726,-1.582145637,1.885213842,11.22364964,1
3916.538075,-1.572328428,2.58962271,11.23170221,1
5061.846075,-1.687114411,2.48352553,11.22574034,1
9318.341229,-1.114110647,-0.032812737,11.19859432,1
6244.003301,-1.428326549,1.462868213,11.21762794,1
5302.242625,-1.59357053,2.075183147,11.2240713,1
5381.856264,-1.586723886,2.104207284,11.22411009,1
6313.675681,-1.502528118,1.492973105,11.2172349,1
12288.24781,0.355255981,-0.76338091,11.14518759,1
12964.31838,1.000840071,-0.611938586,11.02618936,1
13015.63994,0.884515763,-0.853273441,11.04865092,1
14051.97765,0.672692032,-1.158451386,11.05035199,1
13282.39339,0.771375833,-1.006993825,11.05559991,1
12250.52305,1.110304485,-0.361933688,10.99756884,1
13355.48477,1.019569373,-0.554985277,10.99934387,1
13077.96582,0.977906825,-0.589156106,11.01259803,1
12330.40999,1.226524897,-0.044717526,10.99982065,1
11219.51524,1.145074751,-0.275366559,11.02287985,1
12821.21339,1.005650055,-0.612105628,11.00591092,1
11829.55786,0.124232074,-0.80683679,11.16392927,1
13146.19266,0.875686413,-0.85620096,11.0268187,1
12687.94778,1.004220187,-0.580114788,11.02648094,1
12280.08439,1.096799381,-0.424593185,11.01328681,1
13188.8659,1.10991106,-0.423890601,10.99464427,1
13194.05956,1.011101544,-0.595927997,11.00653223,1
12222.15305,1.138304578,-0.31534494,11.00777984,1
13467.04892,0.993447087,-0.666160982,11.01616595,1
13654.36171,1.059941747,-0.547264001,10.99672958,1
13008.68742,1.008535511,-0.657645747,11.04048918,1
12064.31171,1.006831031,-0.634222813,11.04370845,1
11025.87237,0.32152188,-0.689004483,11.16012839,1
14090.49523,0.985879862,-0.696061441,11.0043808,1
14184.61242,0.918329025,-0.811954539,11.02118256,1
12852.29899,0.856885648,-0.824894937,11.03764558,1
11860.43327,0.960985359,-0.654688418,11.03355503,1
14117.37261,0.901146801,-0.850597032,11.01073396,1
14400.6427,0.804117871,-1.024996452,11.02865164,1
13175.46994,0.877643317,-0.906018354,11.05039647,1
6685.489843,1.398378409,0.725763931,11.19055406,1
8048.240953,1.24565818,0.20481893,11.17878105,1
7442.697923,1.359777358,0.519126114,11.18167904,1
12240.36093,0.011564036,-0.971109715,11.15794772,1
6817.739548,1.522786255,1.15427072,11.17670805,1
8376.613292,1.012292145,-0.278633125,11.18164162,1
8032.971197,1.262374786,0.302713517,11.17492597,1
8298.365526,1.082800424,-0.233705441,11.18102372,1
8127.319129,1.189054683,-0.051001081,11.18465083,1
8451.181711,1.08497135,-0.330149456,11.18499626,1
8228.411332,1.153309108,-0.024335881,11.17859919,1
8192.781826,0.988266709,-0.076253595,11.16322561,1
8514.059278,1.166209102,-0.018473297,11.17340417,1
7751.1797,1.165296353,0.187080536,11.17940012,1
12730.07151,0.267919813,-0.970311225,11.14338508,1
8973.770001,0.921621617,-0.621229931,11.18409914,1
7970.359366,1.053897238,0.02699829,11.1718996,1
8657.590615,1.06645885,-0.40040968,11.18179977,1
7990.971707,1.168748121,-0.099795897,11.18103631,1
8176.627853,1.119867679,-0.203464726,11.18075449,1
8617.981737,1.352420733,0.415473855,11.16793104,1
7687.742994,1.291001685,0.263760234,11.17626886,1
8430.902866,1.022297222,-0.378491656,11.185789,1
7468.499307,1.040772788,0.338879185,11.18181825,1
9240.159112,1.010546853,-0.166728944,11.18236357,1
11889.95242,0.461464232,-0.692196819,11.15011026,1
13310.07393,0.411215843,-0.863506125,11.1371523,1
12479.69347,0.459703862,-0.633117686,11.13859108,1
12156.21949,0.539901241,-0.607605727,11.13801674,1
12338.2507,0.325893023,-0.791782565,11.14506076,1
13468.31932,0.366756551,-0.896230121,11.13306884,1
11990.66297,0.233301882,-0.882589949,11.14937499,1
11079.60135,0.353358541,-0.674904961,11.15914502,1
10507.05178,0.378638949,-0.520860577,11.16610531,1
