variance,skewness,kurtosis,entropy,class
18825.794527435308,-0.05691406250000002,0.01807291666666667,-0.006236979166666664,1
6841.258239490722,0.08082682291666667,0.14818359375000004,0.0006445312500000105,1
14475.979899366212,0.004667968750000022,-0.027246093750000023,-0.0004101562500000269,1
13457.590618130114,0.005748697916666679,0.011881510416666685,0.01988932291666669,1
9374.13818446821,-0.11940755208333338,-0.03465494791666672,0.003339843750000002,1
9530.563291559476,-0.19685546875000004,0.008808593750000005,0.004160156249999978,1
12309.87807805566,-0.1621875,-0.08343749999999997,-0.0061067708333333295,1
8511.38051017236,-0.18796875000000002,-0.04510416666666672,0.0040234375000000044,1
9100.415273559402,-0.03242187499999999,-0.02196614583333327,-0.026927083333333345,1
7313.416139707951,0.12095052083333335,-0.027161458333333298,0.006484374999999956,1
6966.1341236103935,0.14943359374999995,-0.04921223958333338,-0.0018424479166667088,1
13587.108355440103,-0.15981770833333334,-0.044908854166666644,-0.0014062499999999806,1
12608.260782444215,-0.1126236979166667,0.003899739583333397,0.0091471354166667,1
5646.48928123915,0.1323697916666667,-0.12972656250000006,-0.0004557291666666633,1
8650.047288403153,0.01460937499999998,0.042330729166666616,-0.004114583333333325,1
16452.60152024329,0.00481119791666664,-0.02375651041666661,0.004433593749999962,1
12394.251932041427,-0.0007291666666666341,-0.0022916666666666346,-0.0026822916666666783,1
2790.8225721327044,0.09859375000000004,0.0010546874999999214,0.0027473958333333335,1
2737.162274706354,0.10941406250000005,0.007395833333333326,-0.0009505208333333507,1
9319.071232279293,-0.08546875,0.1432552083333334,-0.00256510416666666,1
12822.013193977187,0.009804687499999989,-0.013515625000000015,0.0020442708333333263,1
12731.300723563472,0.11735677083333333,-0.028059895833333334,0.007747395833333366,1
7971.395916218909,-0.036549479166666676,-0.02425781250000003,-0.0018098958333333422,1
9163.580175893108,-0.008235677083333316,0.019850260416666616,0.0033007812500000394,1
7305.606476439372,0.04504557291666666,-0.043587239583333326,0.006230468750000002,1
2219.070721479248,-0.015462239583333356,-0.0515299479166667,0.007024739583333304,1
2992.5568559973412,0.08633463541666671,-0.03725911458333334,0.003899739583333249,1
5596.083986435956,0.035924479166666676,0.02654947916666673,-0.007708333333333302,1
5330.345239807765,-0.06684244791666664,-0.0375065104166667,-0.0037044270833332883,1
7189.316939964296,0.06380208333333337,-0.048619791666666745,-0.013893229166666642,1
